Time,Accel Lat-FT,Accel Long-FT,Accel Vert-FT,Aileron-L FCC1,Aileron-R FCC1,Airspeed Cal-ADS1,Altitude DPGS,Altitude Radio-1 ASCB,AOA Norm-FCC1,AOA Norm-FCC2,AOA-ADS1,AOA-ADS2,AOA-ADS3 ASCB,AOA-ADS4 ASCB,AOS-ADS1,AOS-ADS2,AOS-ADS3 ASCB,AOS-ADS4 ASCB,Ctrl Col Force-L,Ctrl Col Force-R,Ctrl Col Pos-L FCC1,Ctrl Col Pos-R FCC1,Ctrl Whl Force-L FCC1,Ctrl Whl Force-R FCC1,Ctrl Whl Pos-L FCC1,Ctrl Whl Pos-R FCC1,Elevator-L FCC1,Elevator-R FCC1,Eng1 EPR-LA,Eng1 Fuel Flow-LA,Eng1 N1-LA,Eng1 N2-LA,Eng1 Thrust Gross-LA,Eng1 Thrust Net-LA,Eng1 TRA-LA,Eng2 EPR-RA,Eng2 Fuel Flow-RA,Eng2 N1-RA,Eng2 N2-RA,Eng2 Thrust Gross-RA,Eng2 Thrust Net-RA,Eng2 TRA-RA,Flap FCC2,Gear WOW-L LGCU1,Gear WOW-N LGCU1,Gear WOW-R LGCU1,Heading Mag-IRS1,Heading Mag-IRS3 ASCB,Pitch Rate-IRS1,Pitch-IRS1,Pitch-IRS2,Roll Rate-IRS1,Roll-IRS1,Roll-IRS3 ASCB,Rudder Ped Force-L FCC1,Rudder Ped Force-R FCC1,Rudder Ped Pos-FCC1,Rudder Ped Pos-FCC2,Rudder-FCC1,Spoiler-LIB FCC1,Spoiler-LMB FCC1,Spoiler-LOB FCC1,Spoiler-RIB FCC1,Spoiler-RMB FCC1,Spoiler-ROB FCC1,Stab-HSCU1,Yaw Rate Body-IRS1
(UTC),(g),(g),(g),(deg),(deg),(kt),(ft),(ft),(),(),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(lbf),(lbf),(deg),(deg),(lbf),(lbf),(deg),(deg),(deg),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(deg),(),(),(),(deg),(deg),(deg/sec),(deg),(deg),(deg/sec),(deg),(deg),(lbf),(lbf),(in),(in),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg/sec)
,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,"%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")",NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER
48798.7,0.034,0.289,1.107,-3.3,1.91,116.48,3679.01,7.4,0.81,0.81,10,10.42,10.02,10.21,-1.6,-1.78,-1.51,-1.88,19.57,11.06,2.59,2.53,-10.44,3.82,-9.83,-9.77,-8.17,-7.93,1.52,5086,89.22,91.95,14401.81,11585.6,32.17,1,650,28.66,68.16,1435.78,504.11,7.82,20,0,0,0,42.21,42.47,1.01,9.84,9.82,0.89,2.34,2.22,-69.09,-46.89,-3.45,-3.45,25.75,0.02,7.73,7.75,0.02,0.03,0.03,-6.21,-3.59
48798.8,0.042,0.287,1.1,-3.36,1.95,116.61,3678.86,7.2,0.81,0.81,10.13,10.38,9.91,10.2,-0.86,-1.19,-1.07,-1.48,16.55,4.48,1.96,1.9,-3.28,1.08,-7.64,-7.6,-7.36,-7.23,1.52,5093,89.21,91.95,14399.41,11578.01,32.17,1,650,28.7,68.2,1443.31,507.2,12.39,20,0,0,0,41.92,42.05,0.94,9.94,9.92,0.29,2.4,2.29,-67.99,-47.29,-3.45,-3.45,25.77,0.03,7.62,7.45,0.02,0.03,0.06,-6.21,-3.9
48798.9,0.039,0.289,1.121,-1.91,1.07,116.69,3678.82,7.6,0.81,0.81,10.22,10.32,9.94,10.2,-0.3,-0.54,-0.55,-0.95,14.31,3.03,1.48,1.41,-0.62,0.38,-2.67,-2.53,-5.27,-5.16,1.52,5093,89.19,91.95,14365.94,11551.31,32.17,1,647.5,28.7,68.24,1442.62,507.01,15.82,20,0,0,0,41.46,41.75,0.63,10.01,9.98,-0.35,2.37,2.29,-68.39,-36.64,-3.45,-3.45,25.75,0.02,4.54,4.22,0.02,0.02,0.02,-6.21,-4.15
48799,0.022,0.289,1.128,-0.66,0.38,116.73,3678.79,7.4,0.8,0.8,9.91,10.32,9.92,10.2,0.23,-0.11,0.18,-0.38,14.88,2.22,1.43,1.37,0.53,-0.3,-0.36,-0.19,-4.79,-4.64,1.52,5102,89.2,91.95,14367.98,11541.01,32.17,1,647.5,28.73,68.29,1445.51,509.74,18.72,20,0,0,0,41.13,41.27,0.22,10.04,10.01,-0.98,2.29,2.23,-68.64,-21.7,-3.44,-3.44,25.71,0.02,1.23,1.14,0.02,0.03,0.02,-6.21,-4.29
48799.1,0.013,0.29,1.124,-0.34,0.19,116.95,3678.84,7.4,0.79,0.79,9.94,10.23,9.93,10.15,0.82,0.55,0.76,0.33,18.21,2.02,1.64,1.59,1.58,-1.22,0.2,0.24,-4.77,-4.57,1.52,5102,89.2,91.96,14355.75,11529.08,32.17,1,645.5,28.79,68.34,1446.87,509.86,21.18,20,0,0,0,40.61,40.93,-0.27,10.03,10.01,-1.18,2.17,2.12,-67.7,2.02,-3.43,-3.43,25.65,0.03,0.41,0.37,0.03,0.02,0.04,-6.21,-4.37
48799.2,0.014,0.285,1.11,-0.06,-0.09,117.11,3678.87,7.4,0.78,0.78,9.9,10.16,9.7,10,1.41,1.01,1.2,0.76,17.27,5.43,1.99,1.94,2.8,-1.3,0.99,1.08,-5.63,-5.19,1.52,5110.5,89.21,91.98,14339.5,11514.67,32.17,1,645.5,28.87,68.45,1474.19,526.72,24.35,20,0,0,0,40.25,40.4,-0.61,9.98,9.96,-2.04,2,1.96,-67.65,0.83,-3.42,-3.41,25.56,0.02,0.04,0.04,0.02,0.5,0.47,-6.21,-4.5
48799.3,0.011,0.281,1.084,0.04,-0.26,117.21,3679.08,7.8,0.77,0.77,9.94,10.15,9.8,9.97,1.77,1.33,1.65,1.26,18.09,3.98,1.98,1.92,2.91,-0.93,1.7,1.79,-5.89,-5.67,1.52,5110.5,89.22,91.98,14348.45,11504.37,32.17,1.01,644,28.95,68.59,1498.68,538.96,26.1,20,0,0,0,39.7,40.04,-0.74,9.91,9.89,-2.51,1.76,1.75,-67.95,1.22,-3.41,-3.41,25.47,0.02,0.03,0.04,0,0.86,0.86,-6.21,-4.61
48799.4,-0.002,0.277,1.07,0.1,-0.4,117.68,3679.17,7.6,0.77,0.76,9.59,9.84,9.38,9.56,2.21,1.79,1.92,1.53,18.56,4.58,2.03,1.97,2.67,0.09,3.05,3.21,-5.89,-5.67,1.52,5115.5,89.2,91.98,14343.16,11491.24,32.17,1.01,644,29.06,68.77,1548.64,569.2,28.21,20,0,0,0,39.32,39.48,-0.85,9.83,9.82,-3.15,1.46,1.47,-66.86,1.56,-3.39,-3.39,25.43,0.03,0.03,0,0.03,1.29,1.36,-6.21,-4.65
48799.5,-0.01,0.275,1.047,0.72,-1.52,118.2,3679.38,7.4,0.75,0.74,9.42,9.6,9.16,9.42,2.67,2.23,2.39,2,19.38,4.86,2.12,2.06,5.26,1.29,8.52,8.61,-6.04,-5.77,1.51,5115.5,89.22,91.99,14347.17,11500.4,32.17,1.01,643,29.2,68.98,1575.15,586.73,30.32,20,0,0,0,38.75,39.1,-0.91,9.74,9.74,-3.84,1.09,1.13,-66.76,0.97,-3.38,-3.39,25.3,0.02,0.03,0.04,0.02,4.41,4.59,-6.21,-4.63
48799.6,-0.015,0.27,1.03,1.76,-3.34,118.48,3679.73,7.8,0.73,0.74,9.15,9.46,9.03,9.37,3,2.69,2.74,2.56,19.09,5.05,2.18,2.12,6.38,0.92,13.56,13.55,-6.17,-5.91,1.51,5120.5,89.2,92.01,14358.61,11496.43,32.78,1.01,643,29.38,69.21,1598.11,600.21,31.73,20,0,0,0,38.37,38.53,-0.9,9.65,9.65,-3.94,0.7,0.74,-66.95,0.63,-3.37,-3.38,25.27,0.03,0.02,0.04,0,8.17,8.26,-6.21,-4.59
48799.7,-0.02,0.266,1.011,2.2,-4.09,118.39,3679.83,8.2,0.73,0.73,9.14,9.42,9.09,9.27,3.78,3.46,3.5,3.2,20.92,4.27,2.21,2.16,8.37,-0.05,15.87,15.88,-6.22,-5.96,1.51,5120.5,89.26,92.02,14349.85,11501.18,34.19,1.01,663,29.63,69.51,1636.71,629.93,33.4,20,0,0,0,37.81,38.15,-0.84,9.56,9.54,-3.7,0.32,0.36,-66.56,0.88,-3.36,-3.37,25.18,0.03,0.03,0.03,0.02,9.78,9.89,-6.21,-4.49
48799.8,-0.028,0.263,1,3.05,-5.56,118.6,3680.23,8.6,0.72,0.72,8.98,9.24,8.73,8.99,4.15,3.94,3.95,3.67,23.31,4.16,2.52,2.45,10.79,-0.88,20.3,20.32,-6.5,-6.15,1.51,5119.5,89.28,92.04,14330.08,11463.21,36.91,1.01,663,29.86,69.81,1670.12,647.62,37,20,0,0,0,37.44,37.59,-0.72,9.49,9.47,-3.18,-0.02,0.01,-66.71,0.73,-3.36,-3.36,25.08,0.02,0.02,0.04,0.02,13.14,13.24,-6.21,-4.34
48799.9,-0.034,0.259,0.981,3.72,-6.66,118.55,3680.36,9,0.72,0.72,9.02,9.49,8.87,9.13,4.79,4.42,4.69,4.3,23.63,5.2,2.74,2.68,10.59,-0.83,21.24,21.26,-7.12,-6.77,1.51,5119.5,89.47,92.11,14345.75,11486.72,37.97,1.01,683.5,30.04,70.13,1721.98,681.52,38.32,20,0,0,0,36.9,37.22,-0.56,9.43,9.42,-2.72,-0.25,-0.29,-67.05,0.67,-3.36,-3.36,25.07,0.03,0.02,0.04,0.02,15.58,15.54,-6.21,-4.15
48800,-0.034,0.26,0.972,3.78,-6.74,118.55,3680.8,9.4,0.73,0.73,8.88,9.34,8.82,9.26,4.55,4.48,4.59,4.47,25.17,4.48,2.75,2.69,6.27,0.19,19.61,19.67,-7.28,-6.99,1.52,5119.5,89.85,92.34,14536.52,11658.79,37.97,1.01,683.5,30.32,70.48,1746.93,699.36,38.32,20,0,0,0,36.55,36.69,-0.28,9.39,9.38,-2.04,-0.52,-0.52,-67.95,0.92,-3.36,-3.36,25.03,0.02,0.03,0.04,0.02,15.6,15.54,-6.21,-3.96
48800.1,-0.035,0.265,0.972,3.34,-5.83,118.69,3680.95,9.6,0.73,0.73,8.92,9.18,8.83,8.91,4.71,4.49,4.59,4.33,23.76,4.98,2.8,2.72,6.2,0.32,17.95,17.9,-7.4,-7.14,1.53,5119.5,90.3,92.68,14747.12,11834.1,37.97,1.01,746,30.69,70.87,1784,721.72,38.32,20,0,0,0,36.06,36.36,-0.01,9.39,9.37,-1.97,-0.71,-0.72,-67.99,0.92,-3.37,-3.36,25.09,0,0.02,0.03,0.02,13.49,13.45,-6.21,-3.72
48800.2,-0.035,0.27,0.986,3.19,-5.69,119.12,3681.23,9.8,0.73,0.73,8.81,9.3,8.73,8.93,4.98,4.75,4.83,4.62,23.06,4.8,2.55,2.5,7.71,0.22,19.29,19.25,-7.32,-7.1,1.54,5120.5,91.04,93.05,14977.89,12032.23,38.23,1.01,746,30.95,71.24,1831.52,747.59,38.32,20,0,0,0,35.75,35.88,0.18,9.4,9.38,-2.08,-0.92,-0.92,-67.9,0.88,-3.37,-3.37,25.12,0.03,0.02,0.03,0.03,13.34,13.34,-6.21,-3.54
48800.3,-0.037,0.271,0.997,3.28,-5.95,119.55,3681.66,9.8,0.73,0.73,8.88,9.2,8.74,8.87,5.12,4.97,5.05,4.91,24.95,1.99,2.49,2.42,10.3,-0.98,20.49,20.49,-7.05,-6.86,1.55,5120.5,91.43,93.34,15249.86,12264.91,38.67,1.01,808.5,31.38,71.65,1874.53,774.8,38.5,20,0,0,0,35.31,35.57,0.26,9.42,9.4,-2.43,-1.15,-1.14,-67.9,0.53,-3.36,-3.37,25.11,0.03,0.02,0.06,0,13.96,13.99,-6.21,-3.34
48800.4,-0.038,0.275,0.993,3.8,-6.84,120.03,3681.81,10.4,0.73,0.73,8.82,9.27,8.7,8.87,5.63,5.21,5.39,5.06,27.6,-0.3,2.53,2.45,11.16,-0.44,23.98,23.98,-6.86,-6.66,1.56,5192,91.89,93.52,15406.42,12414.83,38.67,1.01,808.5,31.65,72.07,1905.97,795.16,38.5,20,0,0,0,35.03,35.14,0.42,9.45,9.43,-2.22,-1.38,-1.37,-67.01,0.78,-3.36,-3.36,25.11,0.04,0.02,0.03,0.02,15.98,16.02,-6.21,-3.14
48800.5,-0.046,0.275,0.993,4.41,-7.91,120.29,3682.27,11,0.73,0.73,8.86,9.44,8.74,8.9,5.72,5.4,5.53,5.36,27.25,0.39,2.6,2.54,11.78,-0.85,26.43,26.41,-6.92,-6.68,1.57,5192,92.23,93.6,15630.05,12617.32,38.67,1.01,885,32.06,72.51,1955.72,825.94,38.5,20,0,0,0,34.64,34.87,0.44,9.5,9.47,-1.98,-1.58,-1.58,-65.57,0.67,-3.33,-3.34,24.99,0.02,0,0.02,0.03,18.08,18.08,-6.21,-2.88
48800.6,-0.045,0.277,0.995,4.61,-8.22,120.34,3682.4,11.4,0.74,0.74,9.05,9.48,8.8,9.13,6.38,6.1,6.5,6.06,27.85,-0.3,2.63,2.55,11.84,-1.43,26.66,26.59,-7.01,-6.72,1.58,5263.5,92.48,93.61,15730.6,12710.01,38.67,1.02,885,32.59,72.94,2016.22,878.07,38.5,20,0,0,0,34.39,34.49,0.58,9.56,9.52,-1.24,-1.72,-1.75,-64.88,0.28,-3.3,-3.3,24.87,0.02,0.02,0.06,0.02,18.66,18.65,-6.21,-2.64
48800.7,-0.049,0.279,1.002,4.72,-8.37,120.41,3682.72,11.6,0.75,0.75,8.88,9.59,8.82,9.15,6.63,6.41,6.68,6.28,23.45,-0.02,2.16,2.09,9.83,-1.38,25.53,25.49,-6.96,-6.7,1.59,5263.5,92.58,93.53,15833.24,12784.33,38.67,1.02,962,32.92,73.39,2085.27,920.85,38.5,20,0,0,0,34.06,34.26,0.7,9.62,9.6,-0.81,-1.81,-1.85,-62.4,0.38,-3.22,-3.21,24.55,0.03,0.02,0.02,0.04,18.79,18.78,-6.21,-2.39
48800.8,-0.052,0.281,1.016,4.45,-7.79,120.5,3683.19,11.8,0.75,0.75,8.97,9.46,8.94,9.16,6.69,6.29,6.71,6.65,20.98,0.13,1.77,1.7,9.67,-1.74,23.47,23.42,-5.87,-5.69,1.59,5455.5,92.58,93.42,15816.39,12780.16,38.67,1.02,962,33.55,73.88,2117.8,943.82,38.5,20,0,0,0,33.86,33.94,0.67,9.7,9.68,-0.4,-1.86,-1.91,-63.84,0.63,-3.17,-3.19,23.79,0.03,0.04,0,0.03,17.64,17.59,-6.21,-2.11
48800.9,-0.047,0.284,1.021,4.26,-7.45,120.41,3683.34,12,0.75,0.75,8.97,9.51,8.89,9.19,6.73,6.73,7,6.67,17.77,0.77,1.59,1.52,9.09,-1.53,22.54,22.43,-5.52,-5.34,1.59,5455.5,92.49,93.27,15739.81,12703.79,38.67,1.02,1024.5,33.95,74.36,2214.85,1015.99,38.5,20,0,0,0,33.58,33.74,0.54,9.76,9.74,-0.45,-1.9,-1.95,-63.74,1.72,-3.17,-3.17,23.73,0.03,0.02,0.04,0.02,17.03,17.01,-6.21,-1.91
48801,-0.048,0.283,1.03,3.85,-6.74,120.69,3683.85,12.2,0.75,0.75,9.01,9.54,9.14,9.13,6.76,6.67,6.95,6.69,16.2,0.48,1.35,1.3,7.45,-1.22,19.64,19.62,-4.88,-4.7,1.59,5648,92.33,93.16,15729.49,12676.75,38.67,1.02,1024.5,34.7,74.84,2276.66,1051.38,38.5,20,0,0,0,33.42,33.48,0.4,9.8,9.78,-0.85,-1.95,-2.01,-63.79,0.38,-3.17,-3.17,23.66,0.03,0.02,0.02,0.03,15.54,15.47,-6.21,-1.68
48801.1,-0.048,0.286,1.035,3.44,-6.06,121.34,3684.01,12.8,0.75,0.75,8.93,9.38,9.05,9.19,6.81,6.69,6.97,6.89,15.09,1.27,1.31,1.24,8.02,-1.4,20.25,20.2,-4.63,-4.48,1.59,5648,92.21,93.05,15664.63,12608.66,38.67,1.02,1087,35.19,75.34,2383.36,1129.21,38.5,20,0,0,0,33.2,33.33,0.14,9.82,9.8,-1.28,-2.09,-2.11,-63.34,0.73,-3.17,-3.17,23.64,0.03,0.03,0.02,0.03,14.13,14.18,-6.21,-1.47
48801.2,-0.046,0.283,1.042,3.46,-6.2,121.84,3684.37,13.2,0.75,0.74,8.99,9.63,9.03,9.13,6.97,6.73,7.02,6.87,17.65,-0.18,1.34,1.29,11.97,-1.55,22.23,22.2,-4.59,-4.41,1.58,5730.5,92.05,92.98,15613.31,12554.39,38.67,1.03,1087,36.1,75.84,2470.17,1186.19,38.5,20,0,0,0,33.07,33.13,-0.14,9.82,9.8,-1.76,-2.25,-2.26,-63.14,0.67,-3.17,-3.16,23.64,0.03,0.02,0.02,0.02,14.69,14.77,-6.21,-1.32
48801.3,-0.046,0.283,1.028,4.09,-7.32,122.09,3684.97,13.6,0.74,0.74,8.89,9.52,8.97,9.34,6.81,6.83,7.19,7.08,23.35,-0.52,1.93,1.87,11.7,-1.59,24.31,24.3,-5.03,-4.53,1.58,5730.5,91.96,92.93,15459.94,12408.57,38.67,1.03,1145.5,36.92,76.34,2565.17,1257.5,38.5,20,0,0,0,32.91,33.01,-0.32,9.79,9.77,-1.79,-2.44,-2.45,-63.24,0.88,-3.16,-3.16,23.58,0.03,0.02,0,0.03,17.07,17.05,-6.21,-1.14
48801.4,-0.056,0.283,1.021,4.33,-7.73,122.24,3685.16,14.2,0.73,0.74,8.79,9.37,8.94,9.29,6.84,6.75,7.35,7.18,25.43,0.13,2.45,2.38,11.94,-1.66,25.26,25.19,-6.31,-5.83,1.58,5813.5,91.8,92.92,15445.83,12388.23,38.67,1.03,1145.5,37.58,76.84,2708.41,1369.83,38.5,20,0,0,0,32.81,32.85,-0.36,9.75,9.74,-1.74,-2.63,-2.63,-63.09,0.78,-3.15,-3.16,23.54,0.02,0.03,0.03,0.03,17.84,17.86,-6.21,-0.86
48801.5,-0.053,0.28,1.007,4.41,-7.88,122.31,3685.8,14.6,0.73,0.73,8.95,9.47,8.95,9.09,6.9,6.66,7,6.99,28.92,-0.65,2.58,2.5,11.81,-1.92,25.36,25.36,-6.7,-6.3,1.58,5813.5,91.91,92.98,15526.57,12471.2,38.67,1.03,1204,38.58,77.35,2833.31,1460.13,38.5,20,0,0,0,32.7,32.77,-0.25,9.73,9.72,-1.36,-2.74,-2.79,-64.09,0.78,-3.15,-3.15,23.53,0.03,0.02,0.03,0.03,18.08,18.08,-6.21,-0.63
48801.6,-0.05,0.281,0.995,4.48,-7.97,122.39,3686.02,15,0.73,0.73,8.86,9.53,8.93,9.19,7.05,7.02,7.39,7.06,24.36,2.75,2.61,2.55,9.48,-1.12,24.18,24.18,-7.15,-6.83,1.58,5737,91.97,93.07,15479.98,12414.85,38.67,1.04,1204,39.57,77.85,3026.87,1600.63,38.5,20,0,0,0,32.64,32.67,0.03,9.73,9.71,-1.11,-2.87,-2.9,-64.13,1.02,-3.15,-3.15,23.51,0.03,0.03,0,0.02,18.19,18.18,-6.21,-0.42
48801.7,-0.046,0.284,1.007,4.16,-7.25,122.69,3686.68,15.8,0.74,0.74,8.86,9.41,8.81,9.21,6.99,6.75,7,6.97,20.1,3.82,1.94,1.88,7.81,-0.75,20.76,20.75,-6.71,-6.43,1.58,5737,92.05,93.18,15648.71,12560.05,38.67,1.04,1263,40.98,78.38,3158.51,1696.78,38.5,20,0,0,0,32.58,32.62,0.23,9.75,9.72,-0.52,-2.94,-2.98,-64.34,0.88,-3.16,-3.16,23.55,0.02,0.03,0.03,0.02,16.73,16.63,-6.21,-0.27
48801.8,-0.049,0.286,1.014,3.81,-6.66,123.03,3686.91,16,0.74,0.74,8.89,9.32,8.86,8.93,7.05,6.77,7.05,6.85,17.14,1.27,1.61,1.55,6.51,-0.62,18.98,19,-5.96,-5.91,1.58,5660.5,92.27,93.27,15710.5,12613.44,38.67,1.05,1263,42.36,78.9,3363.78,1856.32,38.5,20,0,0,0,32.56,32.57,0.38,9.78,9.76,-0.19,-2.96,-3.02,-64.19,0.83,-3.16,-3.16,23.57,0.03,0,0.02,0.03,15.58,15.49,-6.21,-0.06
48801.9,-0.042,0.293,1.037,3.22,-5.63,123.17,3687.36,16.6,0.74,0.74,8.85,9.3,8.81,8.97,6.96,6.82,7.18,6.91,15.6,2.94,1.49,1.43,5.23,0.24,16.45,16.45,-4.98,-4.83,1.59,5660.5,92.27,93.33,15658.79,12561.52,38.67,1.05,1322.5,43.45,79.43,3583.46,2022.67,38.5,20,0,0,0,32.54,32.55,0.18,9.8,9.78,-0.45,-2.99,-3.05,-64.28,1.27,-3.17,-3.17,23.63,0.03,0.03,0,0.02,13.32,13.26,-6.21,0.1
48802,-0.032,0.294,1.035,2.8,-4.92,123.43,3688.08,17.4,0.74,0.74,8.74,9.3,8.77,9.05,6.9,6.76,7.07,6.99,16.36,2.97,1.65,1.59,3.38,0.43,13.63,13.7,-4.97,-4.72,1.59,5658,92.36,93.36,15830.61,12710.67,38.67,1.06,1322.5,45.37,79.95,3807.65,2202.57,38.5,20,0,0,0,32.55,32.55,0.09,9.82,9.8,-0.93,-3.07,-3.11,-64.53,0.73,-3.18,-3.18,23.67,0.02,0.03,0.04,0.02,11.72,11.62,-6.21,0.14
48802.1,-0.037,0.296,1.044,2.52,-4.42,123.75,3688.33,18.2,0.73,0.73,8.73,9.31,8.74,8.95,6.7,6.67,7.01,6.85,17.05,4.01,1.76,1.7,2.36,0.9,11.36,11.43,-5.16,-4.85,1.59,5658,92.52,93.41,15783.28,12656.98,38.67,1.06,1402.5,46.7,80.44,4035.72,2381.51,38.5,20,0,0,0,32.56,32.55,-0.07,9.82,9.8,-1.42,-3.19,-3.22,-64.78,0.83,-3.18,-3.18,23.7,0.02,0.03,0.02,0.03,10.53,10.4,-6.21,0.22
48802.2,-0.031,0.299,1.044,1.69,-2.96,123.95,3688.83,19,0.73,0.73,8.86,9.29,8.75,8.97,6.61,6.38,6.74,6.65,16.48,4.73,1.85,1.79,1.02,0.59,6.8,6.83,-5.52,-5.23,1.59,5656,92.56,93.42,15781.81,12658.99,38.67,1.07,1402.5,48.6,80.87,4403.09,2677.21,38.5,20,0,0,0,32.58,32.57,-0.06,9.81,9.79,-2.12,-3.38,-3.39,-64.78,0.63,-3.19,-3.19,23.79,0.03,0.03,0.04,0.03,7.4,7.23,-6.21,0.22
48802.3,-0.034,0.302,1.049,1.03,-1.85,124.04,3689.37,19.2,0.73,0.73,8.66,9.13,8.64,8.91,6.52,6.28,6.66,6.5,17.08,4.42,1.87,1.81,1.68,0.32,5.7,5.83,-5.6,-5.38,1.59,5656,92.61,93.41,15762.7,12628.36,38.67,1.08,1483,50.99,81.31,4647.73,2873.21,38.5,20,0,0,0,32.6,32.59,-0.12,9.8,9.78,-3.12,-3.67,-3.65,-65.08,0.48,-3.19,-3.19,23.77,0.02,0.03,0.03,0.02,5.19,5.16,-6.21,0.23
48802.4,-0.029,0.307,1.054,0.94,-1.73,124.23,3689.92,19.8,0.72,0.72,8.84,9.24,8.73,8.84,6.3,6.08,6.51,6.45,18.38,3.91,1.94,1.88,4.03,0.11,6.66,6.71,-5.61,-5.39,1.59,5708.5,92.54,93.38,15808.53,12668.05,38.67,1.09,1483,52.92,81.78,5021.67,3170.67,38.5,20,0,0,0,32.62,32.61,-0.14,9.79,9.77,-4.17,-4.05,-4.01,-65.13,0.83,-3.19,-3.19,23.77,0.02,0.04,0.02,0.03,4.97,5.03,-6.21,0.18
48802.5,-0.027,0.308,1.049,1.41,-2.77,124.36,3690.8,20.6,0.72,0.72,8.66,9.18,8.67,8.9,6.17,5.87,6.32,6.19,18.09,4.98,2.04,1.98,8.31,0.14,12.99,13,-5.89,-5.58,1.59,5708.5,92.56,93.34,15818.39,12675.05,38.67,1.1,1591,54.94,82.27,5297.06,3400.27,38.5,20,0,0,0,32.64,32.63,-0.05,9.78,9.76,-4.57,-4.5,-4.43,-63.39,0.78,-3.17,-3.17,23.83,0.02,0.02,0.03,0.02,7.32,7.53,-6.21,0.17
48802.6,-0.028,0.311,1.047,2.61,-4.82,124.53,3691.1,21.2,0.72,0.72,8.69,9.14,8.63,8.63,6.02,5.8,6.1,5.87,18.78,4.52,2.08,2.02,8.96,0.19,17.42,17.4,-5.95,-5.73,1.59,5760.5,92.51,93.28,15729.54,12585.98,38.67,1.11,1591,56.97,82.78,5618.17,3658.31,38.5,20,0,0,0,32.66,32.66,0.05,9.79,9.76,-4.43,-4.86,-4.88,-62.75,0.58,-3.12,-3.15,23.57,0.03,0.02,0.03,0.02,11.84,11.93,-6.21,0.18
48802.7,-0.037,0.315,1.04,2.96,-5.36,124.8,3692.07,22,0.72,0.72,8.47,8.97,8.51,8.69,5.63,5.55,5.9,5.79,20.55,3.79,2.14,2.07,7.27,0.61,17.66,17.63,-6,-5.76,1.59,5760.5,92.5,93.25,15794.97,12640.25,38.67,1.12,1699,58.41,83.29,5916.11,3905.23,38.5,20,0,0,0,32.68,32.67,0.19,9.8,9.78,-3.52,-5.32,-5.28,-58.74,0.88,-3,-2.99,23.35,0.02,0.04,0.03,0.02,13.08,13.07,-6.21,0.32
48802.8,-0.034,0.318,1.042,3.08,-5.52,125.03,3692.42,22.6,0.72,0.72,8.3,8.97,8.44,8.57,5.6,5.47,5.81,5.56,19.03,4.83,2.19,2.13,5.67,0.98,17.09,17.12,-6.21,-5.93,1.59,5766,92.38,93.22,15796.43,12634.84,38.67,1.13,1699,60.28,83.78,6193.49,4138.14,38.5,20,0,0,0,32.71,32.7,0.37,9.84,9.81,-2.49,-5.6,-5.59,-56.06,-0.27,-2.8,-2.79,21.46,0.02,0.03,0.03,0.02,13.34,13.32,-6.21,0.44
48802.9,-0.028,0.321,1.044,2.93,-5.2,125.17,3693.07,23.2,0.71,0.71,8.25,8.86,8.09,8.5,5.41,5.17,5.52,5.43,17.77,5.11,2.04,1.98,4.91,0.95,15.25,15.26,-6.14,-5.98,1.59,5766,92.3,93.2,15791.33,12636.88,38.67,1.14,1840,62.66,84.31,6496.06,4384.47,38.5,20,0,0,0,32.75,32.73,0.59,9.89,9.87,-1.83,-5.79,-5.81,-54.63,1.08,-2.52,-2.69,20.37,0.04,0.03,0.03,0.02,12.52,12.48,-6.21,0.54
48803,-0.03,0.325,1.054,2.77,-4.89,125.17,3694.14,23.8,0.71,0.71,8.45,9,8.33,8.47,5.35,5.19,5.46,5.26,16.7,5.74,2.01,1.95,4.95,0.35,14.43,14.48,-5.99,-5.84,1.59,5771.5,92.3,93.18,15781,12616.41,38.67,1.16,1840,64.59,84.88,6960.64,4784.78,38.5,20,0,0,0,32.79,32.78,0.67,9.96,9.94,-1.18,-5.92,-5.95,-47.5,-0.41,-2.34,-2.31,18.81,0.02,0.03,0.03,0.02,11.79,11.73,-6.21,0.63
